Column1;Column2;Column3;Column4
OEO_00020113;inflation rate;A fraction value is a relational quantity value that has a fraction as it's unit.;
OEO_00020114;exchange rate;A fraction value is a relational quantity value that has a fraction as it's unit.;
OEO_00020115;purchasing power parity;A fraction value is a relational quantity value that has a fraction as it's unit.;
OEO_00020116;system cost;Cost is a process attribute that describes the amount of money needed to buy, make, or do a thing.;
OEO_00020117;electricity price;A monetary value is a quantity value that states the amount of money specified in monetary units.;
OEO_00020121;resolution;"Temporal resolution is the resolution of a time series that indicates time-dependent the level of detail.
        








Back to the super classes:




        quality
      


          view
        




        

        

        
        No description found.";
OEO_00020122;temporal resolution;Resolution is a quality of a dataset that indicates the level of detail of the data.;
OEO_00020123;spatial resolution;Resolution is a quality of a dataset that indicates the level of detail of the data.;
OEO_00020124;due;A quantity value is an information content entity defined by a numeral together with a unit of measurement to quantify an entity.;
OEO_00020125;remuneration;A quantity value is an information content entity defined by a numeral together with a unit of measurement to quantify an entity.;
OEO_00020126;fee;A quantity value is an information content entity defined by a numeral together with a unit of measurement to quantify an entity.;
OEO_00020127;levelised cost of electricity;Cost is a process attribute that describes the amount of money needed to buy, make, or do a thing.;
OEO_00020128;market revenue;A quantity value is an information content entity defined by a numeral together with a unit of measurement to quantify an entity.;
OEO_00020136;space requirement;"A space requirement for construction is space requirement of an artificial object that covers the area needed in order to construct an artificial object.
        








Back to the super classes:




        two-dimensional spatial region
      


          view
        




        

        

        
        No description found.";
OEO_00020137;operational space requirement;A space requirement is a two-dimensional spatial region that covers the area needed by an object or object aggregate.;
OEO_00020139;space requirement for construction;A space requirement is a two-dimensional spatial region that covers the area needed by an object or object aggregate.;
OEO_00020140;area per power unit;"""A unit of measurement is a standardized quantity of a physical quality."" [Wikipedia:Wikipedia]";
OEO_00020141;specific space requirement;A quantity value is an information content entity defined by a numeral together with a unit of measurement to quantify an entity.;
OEO_00020142;square kilometer;"""A unit which is a standard measure of the amount of a 2-dimensional flat surface."" [UOC:GVG]";
OEO_00020143;area value;A quantity value is an information content entity defined by a numeral together with a unit of measurement to quantify an entity.;
OEO_00020144;rotor diameter;"Rotor diameter is a quality of a wind energy converting unit that measures the diameter of the wind rotor.






Back to the super classes:




        quality
      


          view
        




        

        

        
        No description found.";
OEO_00020145;variable cost;Cost is a process attribute that describes the amount of money needed to buy, make, or do a thing.;
OEO_00020146;variable production cost;A variable cost is a cost that depends on an amount of goods or services.;
OEO_00020147;conventional;Origin is a quality of a portion of matter or energy based on where it comes from. It is inherited from its primary sources.;
OEO_00020148;conventional energy carrier disposition;An energy carrier disposition is a disposition of an material entity that contains energy for conversion as usable energy.;
OEO_00020149;fossil energy;Chemical energy is energy that is stored in the chemical bonds of a substance, which can be released by a chemical reaction.;
OEO_00020154;emission certificate price;A CO2 emission certificate price is an emission price of an CO2 emission certificate that allows the emission of certain CO2 emission value.;
OEO_00020155;social cost of carbon emission;Social cost of emission is the cost the society bears for an emission value.;
OEO_00020156;carbon tax;A tax is a levy whose returns are used by the government to finance expenditures for the common welfare.;
OEO_00020166;methodology;"A directive information entity with action specifications and objective specifications as parts, and that may be concretized as a realizable entity that, if realized, is realized in a process in which the bearer tries to achieve the objectives by taking the actions specified.
        
Editor note:
        2009-03-16: provenance: a term a plan was proposed for OBI (OBI_0000344) , edited by the PlanAndPlannedProcess branch. Original definition was "" a plan is a specification of a process that is realized by an actor to achieve the objective specified as part of the plan"". It has been subsequently moved to IAO where the objective for which the original term was defined was satisfied with the definitionof this, different, term.
        
Editor note:
        2014-03-31: A plan specification can have other parts, such as conditional specifications.
        
Editor note:
        2022-01-16 Updated definition to that proposed by Clint Dowloand, IAO Issue 231.
        
Editor note:
        Alternative previous definition: a plan is a set of instructions that specify how an objective should be achieved";
OEO_00020167;investment cost;Cost is a process attribute that describes the amount of money needed to buy, make, or do a thing.;
OEO_00020168;fixed cost;Cost is a process attribute that describes the amount of money needed to buy, make, or do a thing.;
OEO_00020169;equipment cost;Investment costs are costs of a long-term commitment of financial resources in tangible or intangible assets.;
OEO_00020170;installation cost;Investment costs are costs of a long-term commitment of financial resources in tangible or intangible assets.;
OEO_00020171;grid connection cost;Investment costs are costs of a long-term commitment of financial resources in tangible or intangible assets.;
OEO_00020172;property cost;Investment costs are costs of a long-term commitment of financial resources in tangible or intangible assets.;
OEO_00020173;decommissioning cost;Investment costs are costs of a long-term commitment of financial resources in tangible or intangible assets.;
OEO_00020174;delivery cost;Cost is a process attribute that describes the amount of money needed to buy, make, or do a thing.;
OEO_00020175;life time;A time span is a quantity value indicating the duration of a one-dimensional temporal region, measured in a time unit.;
OEO_00020176;construction time;A time span is a quantity value indicating the duration of a one-dimensional temporal region, measured in a time unit.;
OEO_00020177;decommissioning time;A time span is a quantity value indicating the duration of a one-dimensional temporal region, measured in a time unit.;
OEO_00020178;operational life time;A life time is a time span of an artificial object that measures the time during which the artificial object exists.;
OEO_00020181;social cost of emission;Cost is a process attribute that describes the amount of money needed to buy, make, or do a thing.;
OEO_00020185;copyright licence;A licence is an information content entity that contains an official permission or permit to do, use or own something.;
OEO_00020186;data licence;A licence is an information content entity that contains an official permission or permit to do, use or own something.;
OEO_00020187;software licence;A copyright licence is a licence that states the ownership and contractually sets the rights and obligations to use, copy, and distribute a creative work.;
OEO_00020196;fissile material entity;"An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.
        
Editor note:
        BFO 2 Reference: Material entities (continuants) can preserve their identity even while gaining and losing material parts. Continuants are contrasted with occurrents, which unfold themselves in successive temporal parts or phases [60
        
Editor note:
        BFO 2 Reference: Object, Fiat Object Part and Object Aggregate are not intended to be exhaustive of Material Entity. Users are invited to propose new subcategories of Material Entity.
        
Editor note:
        BFO 2 Reference: ‘Matter’ is intended to encompass both mass and energy (we will address the ontological treatment of portions of energy in a later version of BFO). A portion of matter is anything that includes elementary particles among its proper or improper parts: quarks and leptons, including electrons, as the smallest particles thus far discovered; baryons (including protons and neutrons) at a higher level of granularity; atoms and molecules at still higher levels, forming the cells, organs, organisms and other material entities studied by biologists, the portions of rock studied by geologists, the fossils studied by paleontologists, and so on.Material entities are three-dimensional entities (entities extended in three spatial dimensions), as contrasted with the processes in which they participate, which are four-dimensional entities (entities extended also along the dimension of time).According to the FMA, material entities may have immaterial entities as parts – including the entities identified below as sites; for example the interior (or ‘lumen’) of your small intestine is a part of your body. BFO 2.0 embodies a decision to follow the FMA here.";
OEO_00020197;tangential proper part;"A surface is a tangential proper part of an object that extends in two dimensions.
        








Back to the super classes:




        fiat object part
      


          view
        




Editor note:
        BFO 2 Reference: Most examples of fiat object parts are associated with theoretically drawn divisions";
OEO_00020198;surface;A tangential proper part is a fiat object part of an entity which shares a boundary with that entity.;
OEO_00020199;solar radiation receiving surface;A surface is a tangential proper part of an object that extends in two dimensions.;
OEO_00020200;solar receiving object;An artificial object is an object that was deliberately manufactured by humans to address a particular purpose.;
OEO_00020201;import;"p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])
        
Editor note:
        BFO 2 Reference: The realm of occurrents is less pervasively marked by the presence of natural units than is the case in the realm of independent continuants. Thus there is here no counterpart of ‘object’. In BFO 1.0 ‘process’ served as such a counterpart. In BFO 2.0 ‘process’ is, rather, the occurrent counterpart of ‘material entity’. Those natural – as contrasted with engineered, which here means: deliberately executed – units which do exist in the realm of occurrents are typically either parasitic on the existence of natural units on the continuant side, or they are fiat in nature. Thus we can count lives; we can count football games; we can count chemical reactions performed in experiments or in chemical manufacturing. We cannot count the processes taking place, for instance, in an episode of insect mating behavior.Even where natural units are identifiable, for example cycles in a cyclical process such as the beating of a heart or an organism’s sleep/wake cycle, the processes in question form a sequence with no discontinuities (temporal gaps) of the sort that we find for instance where billiard balls or zebrafish or planets are separated by clear spatial gaps. Lives of organisms are process units, but they too unfold in a continuous series from other, prior processes such as fertilization, and they unfold in turn in continuous series of post-life processes such as post-mortem decay. Clear examples of boundaries of processes are almost always of the fiat sort (midnight, a time of death as declared in an operating theater or on a death certificate, the initiation of a state of war)";
OEO_00020202;export;"p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])
        
Editor note:
        BFO 2 Reference: The realm of occurrents is less pervasively marked by the presence of natural units than is the case in the realm of independent continuants. Thus there is here no counterpart of ‘object’. In BFO 1.0 ‘process’ served as such a counterpart. In BFO 2.0 ‘process’ is, rather, the occurrent counterpart of ‘material entity’. Those natural – as contrasted with engineered, which here means: deliberately executed – units which do exist in the realm of occurrents are typically either parasitic on the existence of natural units on the continuant side, or they are fiat in nature. Thus we can count lives; we can count football games; we can count chemical reactions performed in experiments or in chemical manufacturing. We cannot count the processes taking place, for instance, in an episode of insect mating behavior.Even where natural units are identifiable, for example cycles in a cyclical process such as the beating of a heart or an organism’s sleep/wake cycle, the processes in question form a sequence with no discontinuities (temporal gaps) of the sort that we find for instance where billiard balls or zebrafish or planets are separated by clear spatial gaps. Lives of organisms are process units, but they too unfold in a continuous series from other, prior processes such as fertilization, and they unfold in turn in continuous series of post-life processes such as post-mortem decay. Clear examples of boundaries of processes are almost always of the fiat sort (midnight, a time of death as declared in an operating theater or on a death certificate, the initiation of a state of war)";
OEO_00020204;electrical energy amount value;An energy value is a quantity value that has an energy unit as unit.;
OEO_00020205;electricity import value;An electrical energy amount value is an energy amount value that measures a quantity of electrical energy.;
OEO_00020206;electricity export value;An electrical energy amount value is an energy amount value that measures a quantity of electrical energy.;
OEO_00020207;electricity import;Import is the process of purchasing goods or services abroad and their delivery to the domestic market.;
OEO_00020208;electricity export;Export is the process of selling goods or services abroad and their delivery to a foreign market.;
OEO_00020210;sirup;"A portion of matter is an aggregate of material entities that have a state of matter.
        
Editor note:
        Portions of matter describe mass nouns like e.g. water, air and fuel. Mass nouns are uncountable, but portions of these can be quantified, like 1 glass of water, 1 m³ of air or 1 barrel of fuel. For further explanation please refer to: https://github.com/OpenEnergyPlatform/ontology/wiki/Explanation-on-mass-nouns";
OEO_00020227;scenario bundle;"A generically dependent continuant that is about some thing.
        
Editor note:
        2014-03-10: The use of ""thing"" is intended to be general enough to include universals and configurations (see https://groups.google.com/d/msg/information-ontology/GBxvYZCk1oc/-L6B5fSBBTQJ).
        
Editor note:
        information_content_entity 'is_encoded_in' some digital_entity in obi before split (040907). information_content_entity 'is_encoded_in' some physical_document in obi before split (040907).

Previous. An information content entity is a non-realizable information entity that 'is encoded in' some digital or physical entity.";
OEO_00020247;target driven scenario;A scenario is an information content entity that contains statements about a possible future development based on a coherent and internally consistent set of assumptions and their motivation.;
OEO_00020248;explorative scenario;A scenario is an information content entity that contains statements about a possible future development based on a coherent and internally consistent set of assumptions and their motivation.;
OEO_00020249;compressed-air energy storage unit;An energy storage unit is a grid component that stores energy.;
OEO_00020251;propulsion;Energy transformation is a transformation in which one or more certain types of energy as input result in certain types of energy as output.;
OEO_00020252;climate system;"A material entity consisting of multiple components that are causally integrated.
        
Editor note:
        May be replaced by a BFO class, as discussed in http://www.jbiomedsem.com/content/4/1/43";
OEO_00020254;electrical energy share;A process attribute is a dependent occurrent that existentially depends on a process.;
OEO_00020255;renewable energy share value;A fraction value is a relational quantity value that has a fraction as it's unit.;
OEO_00020256;electrical energy share value;A fraction value is a relational quantity value that has a fraction as it's unit.;
OEO_00020264;material transformation;A transformation is a process that transforms one or more inputs into at least one output.;
OEO_00020267;energy technology;A technology is a plan specification that describes how to combine artificial objects or other material entities and processes in a specific way.;
OEO_00020306;geothermal heat technology;A heat generation technology is an energy technology that describes how to combine heat generating units, heat generation processes, energy carriers and energy in a specific way.;
OEO_00020307;solar thermal heat technology;A heat generation technology is an energy technology that describes how to combine heat generating units, heat generation processes, energy carriers and energy in a specific way.;
OEO_00020308;heat generation technology;An energy technology is a technology that describes how to combine energy transformation units, energy transformations, energy carriers and energy in a specific way.;
OEO_00020309;policy scenario;An explorative scenario is a scenario that contains certain constraints / statements regarding measures that are taken in the near future / today to explore where these measures will lead to in a later future. The later future is not predefined in the scenario.;
OEO_00020310;without measures scenario;A policy scenario is a scenario in which certain policy instruments or transformative measures and their impacts are assessed.;
OEO_00020311;with existing measures scenario;A policy scenario is a scenario in which certain policy instruments or transformative measures and their impacts are assessed.;
OEO_00020312;with additional measures scenario;A policy scenario is a scenario in which certain policy instruments or transformative measures and their impacts are assessed.;
OEO_00020313;reference role;"A role of an information content entity, that indicates a benchmark, e.g. in a comparison.



Editor note:
Although contradicting to BFO2, we add the reference role to the generically dependent ""information content entity"", aware of the ongoing discussion.





Back to the super classes:




        role
      


          view
        




Editor note:
        BFO 2 Reference: One major family of examples of non-rigid universals involves roles, and ontologies developed for corresponding administrative purposes may consist entirely of representatives of entities of this sort. Thus ‘professor’, defined as follows,b instance_of professor at t =Def. there is some c, c instance_of professor role & c inheres_in b at t.denotes a non-rigid universal and so also do ‘nurse’, ‘student’, ‘colonel’, ‘taxpayer’, and so forth. (These terms are all, in the jargon of philosophy, phase sortals.) By using role terms in definitions, we can create a BFO conformant treatment of such entities drawing on the fact that, while an instance of professor may be simultaneously an instance of trade union member, no instance of the type professor role is also (at any time) an instance of the type trade union member role (any more than any instance of the type color is at any time an instance of the type length).If an ontology of employment positions should be defined in terms of roles following the above pattern, this enables the ontology to do justice to the fact that individuals instantiate the corresponding universals –  professor, sergeant, nurse – only during certain phases in their lives.";
OEO_00020314;reference scenario;A scenario is an information content entity that contains statements about a possible future development based on a coherent and internally consistent set of assumptions and their motivation.;
OEO_00020317;greenhouse gas emission scenario;An emission scenario is a scenario that describes a possible emission trajectory.;
OEO_00020321;CO2 emission scenario;An emission scenario is a scenario that describes a possible emission trajectory.;
OEO_00020345;sufficiency scenario;A scenario is an information content entity that contains statements about a possible future development based on a coherent and internally consistent set of assumptions and their motivation.;
OEO_00020347;power-to-fuel technology;An energy technology is a technology that describes how to combine energy transformation units, energy transformations, energy carriers and energy in a specific way.;
OEO_00020348;power-to-gas technology;A power-to-fuel technology is an energy technology that describes how to combine power-to-fuel systems in power-to-fuel processes.;
OEO_00020349;power-to-ammonia technology;A power-to-gas technology is a power-to-fuel technology that describes how to combine power-to-gas systems in power-to-gas processes.;
OEO_00020350;power-to-methane technology;A power-to-gas technology is a power-to-fuel technology that describes how to combine power-to-gas systems in power-to-gas processes.;
OEO_00020351;power-to-liquid technology;A power-to-fuel technology is an energy technology that describes how to combine power-to-fuel systems in power-to-fuel processes.;
OEO_00020352;model;"An entity that exists in full at any time in which it exists at all, persists through time while maintaining its identity and has no temporal parts.
        
Editor note:
        BFO 2 Reference: Continuant entities are entities which can be sliced to yield parts only along the spatial dimension, yielding for example the parts of your table which we call its legs, its top, its nails. ‘My desk stretches from the window to the door. It has spatial parts, and can be sliced (in space) in two. With respect to time, however, a thing is a continuant.’ [60, p. 240
        
Editor note:
        Continuant doesn't have a closure axiom because the subclasses don't necessarily exhaust all possibilites. For example, in an expansion involving bringing in some of Ceuster's other portions of reality, questions are raised as to whether universals are continuants";
OEO_00020353;model role;"A model role is a a role of a continuant for representing a system and its behaviours in a simplified or idealised way.






Back to the super classes:




        role
      


          view
        




Editor note:
        BFO 2 Reference: One major family of examples of non-rigid universals involves roles, and ontologies developed for corresponding administrative purposes may consist entirely of representatives of entities of this sort. Thus ‘professor’, defined as follows,b instance_of professor at t =Def. there is some c, c instance_of professor role & c inheres_in b at t.denotes a non-rigid universal and so also do ‘nurse’, ‘student’, ‘colonel’, ‘taxpayer’, and so forth. (These terms are all, in the jargon of philosophy, phase sortals.) By using role terms in definitions, we can create a BFO conformant treatment of such entities drawing on the fact that, while an instance of professor may be simultaneously an instance of trade union member, no instance of the type professor role is also (at any time) an instance of the type trade union member role (any more than any instance of the type color is at any time an instance of the type length).If an ontology of employment positions should be defined in terms of roles following the above pattern, this enables the ontology to do justice to the fact that individuals instantiate the corresponding universals –  professor, sergeant, nurse – only during certain phases in their lives.";
OEO_00020354;mathematical model;"A generically dependent continuant that is about some thing.
        
Editor note:
        2014-03-10: The use of ""thing"" is intended to be general enough to include universals and configurations (see https://groups.google.com/d/msg/information-ontology/GBxvYZCk1oc/-L6B5fSBBTQJ).
        
Editor note:
        information_content_entity 'is_encoded_in' some digital_entity in obi before split (040907). information_content_entity 'is_encoded_in' some physical_document in obi before split (040907).

Previous. An information content entity is a non-realizable information entity that 'is encoded in' some digital or physical entity.";
OEO_00020355;scale model;A model is a continuant to represent a system and its behaviours in a simplified or idealised way.;
OEO_00020362;electrical energy storage object;An energy storage object is an artificial object that has the function energy storage.;
OEO_00020363;chemical energy storage object;An energy storage object is an artificial object that has the function energy storage.;
OEO_00020364;kinetic energy storage object;An energy storage object is an artificial object that has the function energy storage.;
OEO_00020365;thermal energy storage object;An energy storage object is an artificial object that has the function energy storage.;
OEO_00020366;energy storage technology;An energy technology is a technology that describes how to combine energy transformation units, energy transformations, energy carriers and energy in a specific way.;
OEO_00020367;electrical energy storage technology;An energy storage technology is an energy technology that describes how to combine energy storage objects and energy carriers in charging and decharging processes for the purpose of temporarily storing energy.;
OEO_00020368;kinetic energy storage technology;An energy storage technology is an energy technology that describes how to combine energy storage objects and energy carriers in charging and decharging processes for the purpose of temporarily storing energy.;
OEO_00020369;thermal energy storage technology;An energy storage technology is an energy technology that describes how to combine energy storage objects and energy carriers in charging and decharging processes for the purpose of temporarily storing energy.;
OEO_00020370;chemical energy storage technology;An energy storage technology is an energy technology that describes how to combine energy storage objects and energy carriers in charging and decharging processes for the purpose of temporarily storing energy.;
OEO_00020371;potential energy storage object;An energy storage object is an artificial object that has the function energy storage.;
OEO_00020372;potential energy storage technology;An energy storage technology is an energy technology that describes how to combine energy storage objects and energy carriers in charging and decharging processes for the purpose of temporarily storing energy.;
OEO_00020373;study report due to legal obligation;A study report is a report that is the output from some study.;
OEO_00020406;model coupling;A model calculation is a process of solving mathematical equations of a model.;
OEO_00020407;sector coupling technology;A technology is a plan specification that describes how to combine artificial objects or other material entities and processes in a specific way.;
OEO_00020408;sector coupling;"p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])
        
Editor note:
        BFO 2 Reference: The realm of occurrents is less pervasively marked by the presence of natural units than is the case in the realm of independent continuants. Thus there is here no counterpart of ‘object’. In BFO 1.0 ‘process’ served as such a counterpart. In BFO 2.0 ‘process’ is, rather, the occurrent counterpart of ‘material entity’. Those natural – as contrasted with engineered, which here means: deliberately executed – units which do exist in the realm of occurrents are typically either parasitic on the existence of natural units on the continuant side, or they are fiat in nature. Thus we can count lives; we can count football games; we can count chemical reactions performed in experiments or in chemical manufacturing. We cannot count the processes taking place, for instance, in an episode of insect mating behavior.Even where natural units are identifiable, for example cycles in a cyclical process such as the beating of a heart or an organism’s sleep/wake cycle, the processes in question form a sequence with no discontinuities (temporal gaps) of the sort that we find for instance where billiard balls or zebrafish or planets are separated by clear spatial gaps. Lives of organisms are process units, but they too unfold in a continuous series from other, prior processes such as fertilization, and they unfold in turn in continuous series of post-life processes such as post-mortem decay. Clear examples of boundaries of processes are almost always of the fiat sort (midnight, a time of death as declared in an operating theater or on a death certificate, the initiation of a state of war)";
OEO_00020410;system robustness;"System robustness is a disposition of a system that is designed or evolved in such a way as to be resistant to total failure despite partial damage or external changes.






Back to the super classes:




        disposition
      


          view
        




Editor note:
        BFO 2 Reference: Dispositions exist along a strength continuum. Weaker forms of disposition are realized in only a fraction of triggering cases. These forms occur in a significant number of cases of a similar type.";
OEO_00020411;robust system scenario;An explorative scenario is a scenario that contains certain constraints / statements regarding measures that are taken in the near future / today to explore where these measures will lead to in a later future. The later future is not predefined in the scenario.;
OEO_00020412;statistically robust scenario;A scenario is an information content entity that contains statements about a possible future development based on a coherent and internally consistent set of assumptions and their motivation.;
OEO_00020413;statistically robust;;
OEO_00020416;commissioning start;A start time is a zero-dimensional temporal region that indicates the beginning of a one-dimensional temporal region.;
OEO_00020417;decommissioning start;A start time is a zero-dimensional temporal region that indicates the beginning of a one-dimensional temporal region.;
OEO_00020420;decommissioning end;An ending time is a zero-dimensional temporal region that indicates the end of a one-dimensional temporal region.;
OEO_00020421;commissioning end;An ending time is a zero-dimensional temporal region that indicates the end of a one-dimensional temporal region.;
OEO_00020423;relational quantity value;A quantity value is an information content entity defined by a numeral together with a unit of measurement to quantify an entity.;
OEO_00020427;monetary price;"A monetary price is a quality of a product that indicates the value in terms of the amount of money requested, expected, required or given in exchange for something else.






Back to the super classes:




        quality
      


          view
        




        

        

        
        No description found.";
OEO_00030000;anthropogenic;Origin is a quality of a portion of matter or energy based on where it comes from. It is inherited from its primary sources.;
OEO_00030001;biogenic;Origin is a quality of a portion of matter or energy based on where it comes from. It is inherited from its primary sources.;
OEO_00030002;fossil;Geogenic is an origin of portions of matter or energies that are the result of geological processes.;
OEO_00030003;geogenic;Origin is a quality of a portion of matter or energy based on where it comes from. It is inherited from its primary sources.;
OEO_00030004;renewable;Origin is a quality of a portion of matter or energy based on where it comes from. It is inherited from its primary sources.;
OEO_00030005;synthetic;Anthropogenic is an origin of portions of matter or energies created by human activity.;
OEO_00030007;climate scenario;A scenario is an information content entity that contains statements about a possible future development based on a coherent and internally consistent set of assumptions and their motivation.;
OEO_00030008;economic scenario;A scenario is an information content entity that contains statements about a possible future development based on a coherent and internally consistent set of assumptions and their motivation.;
OEO_00030009;emission scenario;A scenario is an information content entity that contains statements about a possible future development based on a coherent and internally consistent set of assumptions and their motivation.;
OEO_00030010;energy scenario;A scenario is an information content entity that contains statements about a possible future development based on a coherent and internally consistent set of assumptions and their motivation.;
OEO_00030015;energy system model;"A numerical computer model is a mathematical model that is calculated by a computer.
        
Editor note:
        formerly called ""model""";
OEO_00030016;organisational energy producer;An organisation is an immaterial entity that has the organisation role and there exists some sort of legal framework that recognises the entity and its continued existence.;
OEO_00030017;energy autoproducer;"An organisational energy producer is an organisation that undertakes the generation of electricity and/or heat.""";
OEO_00030018;main activity energy producer;"An organisational energy producer is an organisation that undertakes the generation of electricity and/or heat.""";
OEO_00030019;process attribute;"Water flow rate is the process attribute of water flow that quantifies the water volume per time unit.
        








Back to the super classes:




        occurrent
      


          view
        




Editor note:
        BFO 2 Reference: every occurrent that is not a temporal or spatiotemporal region is s-dependent on some independent continuant that is not a spatial region
        
Editor note:
        BFO 2 Reference: s-dependence obtains between every process and its participants in the sense that, as a matter of necessity, this process could not have existed unless these or those participants existed also. A process may have a succession of participants at different phases of its unfolding. Thus there may be different players on the field at different times during the course of a football game; but the process which is the entire game s-depends_on all of these players nonetheless. Some temporal parts of this process will s-depend_on on only some of the players.
        
Editor note:
        Occurrent doesn't have a closure axiom because the subclasses don't necessarily exhaust all possibilites. An example would be the sum of a process and the process boundary of another process.
        
Editor note:
        Simons uses different terminology for relations of occurrents to regions: Denote the spatio-temporal location of a given occurrent e by 'spn[e]' and call this region its span. We may say an occurrent is at its span, in any larger region, and covers any smaller region. Now suppose we have fixed a frame of reference so that we can speak not merely of spatio-temporal but also of spatial regions (places) and temporal regions (times). The spread of an occurrent, (relative to a frame of reference) is the space it exactly occupies, and its spell is likewise the time it exactly occupies. We write 'spr[e]' and `spl[e]' respectively for the spread and spell of e, omitting mention of the frame.";
OEO_00030022;organisation;"A political party is an organisation of a group of people with common views or goals that wants to have influence in politics.
        








Back to the super classes:




        immaterial entity
      


          view
        




Editor note:
        BFO 2 Reference: Immaterial entities are divided into two subgroups:boundaries and sites, which bound, or are demarcated in relation, to material entities, and which can thus change location, shape and size and as their material hosts move or change shape or size (for example: your nasal passage; the hold of a ship; the boundary of Wales (which moves with the rotation of the Earth) [38, 7, 10";
OEO_00030024;energy system;A supply system is a system that connects producers and consumers.;
OEO_00030025;supply system;"A material entity consisting of multiple components that are causally integrated.
        
Editor note:
        May be replaced by a BFO class, as discussed in http://www.jbiomedsem.com/content/4/1/43";
OEO_00030026;primary energy production;Production is the transformation process of combining various inputs in order to create an output that is a good.;
OEO_00030027;primary energy carrier mining;Primary energy production is a production that prepares raw material for its use as primary energy carrier.;
OEO_00030028;primary energy carrier harvest;Primary energy production is a production that prepares raw material for its use as primary energy carrier.;
OEO_00030029;exogenous data;"An information content entity that is intended to be a truthful statement about something (modulo, e.g., measurement precision or other systematic errors) and is constructed/acquired by a method which reliably tends to produce (approximately) truthful statements.
        
Editor note:
        2/2/2009 Alan and Bjoern discussing FACS run output data. This is a data item because it is about the cell population. Each element records an event and is typically further composed a set of measurment data items that record the fluorescent intensity stimulated by one of the lasers.
        
Editor note:
        2009-03-16: data item deliberatly ambiguous: we merged data set and datum to be one entity, not knowing how to define singular versus plural. So data item is more general than datum.
        
Editor note:
        2009-03-16: removed datum as alternative term as datum specifically refers to singular form, and is thus not an exact synonym.
        
Editor note:
        2014-03-31: See discussion at http://odontomachus.wordpress.com/2014/03/30/aboutness-objects-propositions/
        
Editor note:
        JAR: datum     -- well, this will be very tricky to define, but maybe some 
information-like stuff that might be put into a computer and that is 
meant, by someone, to denote and/or to be interpreted by some 
process... I would include lists, tables, sentences... I think I might 
defer to Barry, or to Brian Cantwell Smith

JAR: A data item is an approximately justified approximately true approximate belief";
OEO_00030030;endogenous data;"An information content entity that is intended to be a truthful statement about something (modulo, e.g., measurement precision or other systematic errors) and is constructed/acquired by a method which reliably tends to produce (approximately) truthful statements.
        
Editor note:
        2/2/2009 Alan and Bjoern discussing FACS run output data. This is a data item because it is about the cell population. Each element records an event and is typically further composed a set of measurment data items that record the fluorescent intensity stimulated by one of the lasers.
        
Editor note:
        2009-03-16: data item deliberatly ambiguous: we merged data set and datum to be one entity, not knowing how to define singular versus plural. So data item is more general than datum.
        
Editor note:
        2009-03-16: removed datum as alternative term as datum specifically refers to singular form, and is thus not an exact synonym.
        
Editor note:
        2014-03-31: See discussion at http://odontomachus.wordpress.com/2014/03/30/aboutness-objects-propositions/
        
Editor note:
        JAR: datum     -- well, this will be very tricky to define, but maybe some 
information-like stuff that might be put into a computer and that is 
meant, by someone, to denote and/or to be interpreted by some 
process... I would include lists, tables, sentences... I think I might 
defer to Barry, or to Brian Cantwell Smith

JAR: A data item is an approximately justified approximately true approximate belief";
OEO_00030031;start time;"A decommissioning start is a start time that indicates the beginning of a decommissioning time.
        








Back to the super classes:




        zero-dimensional temporal region
      


          view
        




        

        

        
        No description found.";
OEO_00030032;ending time;"A decommissioning end is an end time that indicates the beginning of a decommissioning time.
        








Back to the super classes:




        zero-dimensional temporal region
      


          view
        




        

        

        
        No description found.";
OEO_00030033;time step;"A scenario year is a time step that has a duration of one year and is part of a scenario horizon.
        








Back to the super classes:




        one-dimensional temporal region
      


          view
        




Editor note:
        BFO 2 Reference: A temporal interval is a special kind of one-dimensional temporal region, namely one that is self-connected (is without gaps or breaks).";
OEO_00030034;time series;"A data item that is an aggregate of other data items of the same type that have something in common. Averages and distributions can be determined for data sets.
        
Editor note:
        2009/10/23 Alan Ruttenberg. The intention is that this term represent collections of like data. So this isn't for, e.g. the whole contents of a cel file, which includes parameters, metadata etc. This is more like java arrays of a certain rather specific type
        
Editor note:
        2014-05-05: Data sets are aggregates and thus must include two or more data items. We have chosen not to add logical axioms to make this restriction.";
OEO_00030035;time span;A quantity value is an information content entity defined by a numeral together with a unit of measurement to quantify an entity.;
